"Fiscal_Year","Agency","Program_Name","Agency_Compliance","pcp12_1","pcp01_1","pcp2_2","pcp3_2","pcp4_2","pcp5_2","pcp6_2","pcp7_2","pcp8_2","pcp9_2","pcp10_2","pcp11_2"
"2025","DOL","Employment & Training Administration - Permanent Labor Certification for Foreign Workers","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","GSA","Employee Payments","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Real Estate Programs Indian Lands","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOL","Employment & Training Administration - Work Opportunity Tax Credit Program (WOTC)","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","GSA","Infrastructure Investment and Jobs Act","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Heritage Partnership","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOL","Employment & Training Administration - Youth Activities","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Agricultural Water Use Efficiency Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DHS","United States Customs and Border Protection - Operations and Maintenance","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOL","Occupational Safety and Health Program","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Rocky Boy's/North Central Montana Regional Water System","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DHS","United States Secret Service - Procurement, Construction, & Improvement: National Computer Forensics Institute","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Recreation Enhancement Fee Program, National Park Service","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","San Gabriel Basin Restoration Fund, Bureau of Reclamation","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOC","Economic Development Administration (EDA) - Salaries and Expenses","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Snow Water Supply Forecasting","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Selis-Qlispe Ksanka Settlement Trust Fund, Bureau of Indian Affairs and Bureau of Indian Education, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Highway Infrastructure Programs, Federal Highway Administration, Transportation, Bureau of Indian Affairs, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Supporting the Lower Mississippi Delta Initiative","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","State and Tribal Wildlife Grants, U.S. Fish and Wildlife Service","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOL","Office of Labor-Management Standards","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Aquatic Ecosystem Restoration Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Aquatics Resources Management","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Strengthening Tribal Nations","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOL","Office of Workers' Compensation - Energy Employees Occupational Illness Compensation","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","California Water Security and Environmental Enhancement","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Supplemental Payments to UMWA Health Plans, Office of Surface Mining Reclamation and Enforcement","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOL","Veterans Employment Training Service - Homeless Veterans' Reintegration Program","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Cultural Resources Management","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Tribal Climate Resilience","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOL","Veterans Employment Training Service - Jobs for Veterans State Grants","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Domestic Water Supply Projects","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Education Enhancements","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Tribally Controlled Community College Endowments","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","GSA","Special Services and Improvements","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Fish and Wildlife Coordination and Assistance","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Truckee-Carson Basins Research and Data Collection","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Indian Graduate Student Scholarships","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOC","Economic Development Administration (EDA)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOL","Wage and Hour Division","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","HHS","Administration for Children and Families (ACF) - Child Care Disaster Relief","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Invasive Species","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","FISH-ABLE Fun with Reclamation","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOT","Construction Reserve Fund","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","HHS","Administration for Children and Families (ACF) - Demonstration Grants for Domestic Victims of Human Trafficking","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Juvenile Detention Education","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOC","Minority Business Development Agency (MBDA) - Minority Business Development and Advocacy","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOT","Federal Aviation Administration Research, Engineering and Development","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Tribal Electrification Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Garrison Diversion Unit","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOC","Minority Business Development Agency (MBDA) - Minority Business Development Grants","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOT","Federal Transit Administration Capital Investment Grants","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","HHS","Administration for Children and Families (ACF) - Family Violence Prevention and Services/ Sexual Assault/Rape Crisis Services and Supports","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Upper Colorado and San Juan River Basins Endangered Fish Recovery","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Landowner Incentive Program, U.S. Fish and Wildlife Service","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Guaranteed Loan Financing Account, Bureau of Indian Affairs, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Upper Mississippi River Restoration Long Term Resource Monitoring","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Marine Minerals Activities","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Indian Child and Family Education","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","HHS","Administration for Children and Families (ACF) - Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOC","National Institute of Standards and Technology (NIST) - Other Transaction Agreements","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","U.S. Geological Survey Research and Data Collection","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Migratory Bird Conservation","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOC","National Institute of Standards and Technology (NIST)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","USGS Experienced Services Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","National Parks and Public Land Legacy Restoration Fund, Department-Wide Programs, National Park Service, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOT","Maritime Administration Approval Workflow Contract Payments","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Working Capital Fund, Departmental Management","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","National Recreation and Preservation, National Park Service, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOT","National Highway Traffic Safety Administration Highway Traffic Safety Grants","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","HHS","Administration for Children and Families (ACF) - Foster Care Title IV-E","Non-Compliant","","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOL","Employment & Training Administration - H-1B Job Training Grants","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Indian Housing Assistance","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOC","National Telecommunications and Information Administration (NTIA) - First Responder Network Authority","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOL","Employment & Training Administration - Reintegration of Ex-Offenders","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOT","National Highway Traffic Safety Administration","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","HHS","Administration for Children and Families (ACF) - Guardianship Assistance","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Interior Franchise Fund, Departmental Management","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOL","Employment & Training Administration - WIOA National Dislocated Worker Grants / WIA National Emergency Grants","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","HHS","Administration for Children and Families (ACF) - Healthy Marriage Promotion and Responsible Fatherhood Grants","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Land Acquisition, Bureau of Land Management","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","HHS","Administration for Children and Families (ACF) - Low-Income Home Energy Assistance","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOW","Civilian Pay – Other Defense Organization (ODO)","Non-Compliant","","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","HHS","Administration for Children and Families (ACF) - Sexual Risk Avoidance Education","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOC","National Telecommunications and Information Administration (NTIA) - Non-FirstNet Activity included in a) Public Safety Trust Fund; and b) Network Construction Fund","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","National and Regional Climate Adaptation Science Centers","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOL","Mine Health and Safety and Safety Counseling and Technical Assistance","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOW","Commercial Pay – Navy Enterprise and Resource Planning (NERP)","Non-Compliant","","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","National Wetlands Inventory","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOW","Travel Pay Navy – Defense Travel System (DTS)","Non-Compliant","","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","HHS","Administration for Children and Families (ACF) - Transitional Living for Homeless Youth","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","National Wildlife Refuge System Enhancements","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOC","National Telecommunications and Information Administration (NTIA) - Public Wireless Supply Chain Innovation Fund","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","HHS","Administration for Community Living (ACL) - Developmental Disabilities (DD) Council Formula Program","Non-Compliant","","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOL","Occupational Safety and Health Administration - Susan Harwood Training Grants","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Offshore Safety and Environmental Enforcement, Bureau of Safety and Environmental Enforcement, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","HHS","Administration for Community Living (ACL) - Nutrition Services Incentive Program (NSIP) Formula Program","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Operation and Maintenance of Quarters, National Park Service","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","HHS","Administration for Strategic Preparedness and Response (ASPR) - Cybersecurity and Infrastructure Protection","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOJ","Prisons and Detention","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOL","Veterans Employment Training Service - Transition Assistance Program Employment Workshop","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","National Indian Gaming Commission, Gaming Activity Fees","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOL","Bureau of Labor Statistics - Labor Force Statistics","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOT","Bridge and Other Transportation Infrastructure Research Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","National Parks and Public Land Legacy Restoration Fund, Department-Wide Programs, Bureau of Land Management, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOC","National Telecommunications and Information Administration (NTIA) - State and Local Grant Implementation Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","EAC","Help America Vote Act Requirements Payments","Non-Compliant","","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","National Trails System Projects","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOC","Office of the Secretary (OS) - Departmental Management","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Natural Resource Damage Assessment and Restoration Fund, Office of the Secretary","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Partners for Fish and Wildlife","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Alaska Coastal Marine Institute","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","ED","Adult Education National Leadership Activities","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOL","Bureau of Labor Statistics - Prices and Cost of Living","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Preservation of Japanese American Confinement Sites","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Alaska Migratory Bird Co-Management Council","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Natural Resource Damage Assessment Fund, Natural Resource Damage Assessment and Restoration, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Proceeds from Sales, Water Resource Development Projects, United States Fish and Wildlife Service","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Pacific Northwest and Hawaiian Islands Arts","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","ED","American Overseas Research Centers","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOL","Employment & Training Administration - Apprenticeship","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOT","Federal Aviation Administration Operations","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","ED","Civil Rights Training and Advisory Services (also known as Equity Assistance Centers)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","HHS","Administration for Strategic Preparedness and Response (ASPR) - Management Operations","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","ED","Contractual Services","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","HHS","Administration for Strategic Preparedness and Response (ASPR) - Medical Countermeasures Program Support Services","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOL","Employment & Training Administration - Community Service Employment for Older Americans","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOT","Federal Railroad Administration Other Grant Programs","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","HHS","Administration for Strategic Preparedness and Response (ASPR) - Secretary's Operations Center","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Payments for Tribal Leases, Bureau of Indian Affairs, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","HHS","Centers for Disease Control and Prevention (CDC) - Office of Communications","Non-Compliant","","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Rehabilitation, Reconstruction, or Replacement of Carey Act Dams","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOL","Employment & Training Administration - Federal State Unemployment Insurance","Non-Compliant","","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Alaska Native Science and Engineering","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","HHS","Centers for Disease Control and Prevention (CDC) - Office of Policy, Performance, and Evaluation","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Resource Management, United States Fish and Wildlife Service","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOL","Employment & Training Administration - Job Corps","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","HHS","Centers for Disease Control and Prevention (CDC) - Office of the Director","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOT","Federal Railroad Administration Safety and Operations","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","HHS","Centers for Medicare & Medicaid Services (CMS) - CMS Miscellaneous Programs Under 2.5M","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Recreation Resources Management","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Route 66 Corridor Preservation","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Assistance to Territories, Insular Affairs, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Candidate Species Conservation","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","HHS","Centers for Medicare & Medicaid Services (CMS) - Consolidated Appropriations Act of 2021 Implementation Fund","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","ED","Education Research, Development and Dissemination","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid Integrity Program","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOL","Employment & Training Administration - Workforce Information Etools","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","ED","Helen Keller National Center for Youths and Adults Who Are Deaf-Blind","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Rivers, Trails and Conservation Assistance","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOT","Aviation Research Grants","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","ED","Howard University","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Science and Technology Projects Related to Coal Mining and Reclamation","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOT","Capital Construction Fund","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","ED","Native Hawaiian Education","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Enrollment","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Construction, Bureau of Indian Affairs and Bureau of Indian Education, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOT","Federal Transit Administration Transit Infrastructure Grants","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Service Charges, Deposits and Forfeitures, Bureau of Land Management","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Cooperative Management of Ebey's Landing National Historical Reserve.","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","ED","Program of Protection and Advocacy of Individual Rights","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOI","Southern Nevada Public Land Management, Bureau of Land Management","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Independence at Home (Benefits)","Non-Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2025","DOT","Maritime Administration Electronic Invoicing System Ship Manager Payments","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
